Engine_ID,DATETIME,Oper_Set_1,Oper_Set_2,Oper_Set_3,Fan_Inlet_Temp,LPC_Outlet_Temp,HPC_Outlet_Temp,LPT_Outlet_Temp,Fan_Inlet_Pressure,Bypass_Duct_Pressure,Total_HPC_Outlet_Pressure,Physical_Fan_Speed,Physical_Core_Speed,Engine_Pressure_Ratio,Static_HPC_Outlet_Pressure,Fuel_Flow_Ratio,Corrected_Fan_Speed,Corrected_Core_Speed,Bypass_Ratio,Burner_Fuel_Air_Ratio,Bleed_Enthalpy,Demanded_Fan_Speed,Demanded_Crrct_Fan_Speed ,HPT_Coolant_Bleed,LPT_Coolant_Bleed
engine11,21JAN2016:09:00:00.000000,42.001,0.84,40,445,549.61,1350.85,1128.86,3.91,5.71,138.46,2211.75,8314.04,1.02,41.97,130.51,2387.81,8080.59,9.356,0.02,330,2212,100,10.66,6.3849
engine11,21JAN2016:15:30:00.000000,0.0006,0,100,518.67,641.9,1594.49,1405.18,14.62,21.61,554.02,2388.04,9052.07,1.3,47.48,522.12,2388.04,8132.49,8.4007,0.03,392,2388,100,38.92,23.3444
engine11,21JAN2016:22:00:00.000000,42.0015,0.8409,40,445,549.32,1343.14,1124.98,3.91,5.71,138.52,2211.83,8317.38,1.02,41.83,130.55,2387.92,8079,9.3941,0.02,331,2212,100,10.55,6.294
engine11,22JAN2016:04:30:00.000000,25.008,0.62,80,462.54,536.69,1256.52,1042.06,7.05,9.03,175.42,1915.24,8007.91,0.94,36.65,164.88,2028.16,7871.37,10.8872,0.02,307,1915,84.93,14.24,8.5784
engine11,22JAN2016:11:00:00.000000,35.0051,0.84,60,449.44,555.58,1370.17,1130.05,5.48,8,194.77,2222.88,8343.93,1.02,41.66,183.25,2387.98,8073.76,9.3085,0.02,332,2223,100,14.8,8.9493
engine11,22JAN2016:17:30:00.000000,42.0054,0.8415,40,445,549.28,1355.29,1124.01,3.91,5.72,138.72,2211.77,8315.21,1.02,42.1,130.64,2387.87,8081.28,9.3506,0.02,329,2212,100,10.57,6.4007
engine11,23JAN2016:00:00:00.000000,24.9994,0.6205,80,462.54,536.9,1258.45,1045.06,7.05,9.02,175.63,1915.23,8002.82,0.94,36.75,164.48,2028.15,7871.4,10.8531,0.02,307,1915,84.93,14.36,8.5659
engine11,23JAN2016:06:30:00.000000,20.0018,0.7,0,491.19,607.99,1480.58,1248.7,9.35,13.65,334.2,2323.99,8713.5,1.08,44.52,315.04,2388.06,8058.21,9.2308,0.02,365,2324,100,24.35,14.7344
engine11,23JAN2016:13:00:00.000000,10.0047,0.2503,20,489.05,604.49,1493.82,1311.86,10.52,15.49,394.61,2318.88,8768.96,1.26,45.52,371.39,2388.09,8127.64,8.6144,0.03,369,2319,100,28.59,17.1677
engine11,23JAN2016:19:30:00.000000,35.0044,0.84,60,449.44,556.21,1367.83,1127.59,5.48,8,194.34,2222.86,8340.02,1.02,42.06,182.86,2387.9,8061.21,9.311,0.02,334,2223,100,14.83,8.8837
engine11,24JAN2016:02:00:00.000000,42.0036,0.84,40,445,549.67,1359.39,1123.65,3.91,5.72,137.68,2211.77,8314.53,1.02,42.07,130.54,2387.87,8083.57,9.3726,0.02,330,2212,100,10.64,6.2461
engine11,24JAN2016:08:30:00.000000,10.0004,0.2517,20,489.05,604.27,1505.96,1313.09,10.52,15.49,394.69,2318.9,8773.52,1.26,45.27,372.06,2388.07,8125.72,8.6522,0.03,368,2319,100,28.55,17.1738
engine11,24JAN2016:15:00:00.000000,35.0051,0.8412,60,449.44,555.83,1366.93,1131.37,5.48,8,194.6,2222.89,8344.99,1.02,41.85,183.34,2387.94,8065.05,9.3017,0.02,335,2223,100,14.85,8.8954
engine11,24JAN2016:21:30:00.000000,20.0037,0.7002,0,491.19,607.26,1483.34,1250.98,9.35,13.65,334.97,2323.89,8722.43,1.08,44.39,315.6,2388.06,8057.97,9.2162,0.02,366,2324,100,24.45,14.7256
engine11,25JAN2016:04:00:00.000000,9.9988,0.2504,20,489.05,604.72,1499.45,1310.43,10.52,15.49,394.82,2318.9,8770.09,1.26,45.43,371.59,2388.09,8123.77,8.6313,0.03,368,2319,100,28.56,17.145
engine11,25JAN2016:10:30:00.000000,24.998,0.62,80,462.54,536.19,1261.18,1047.1,7.05,9.02,175.4,1915.31,8012.8,0.94,36.71,164.36,2028.16,7869.7,10.8776,0.02,307,1915,84.93,14.26,8.5254
engine11,25JAN2016:17:00:00.000000,35.0017,0.84,60,449.44,555.41,1361.15,1132.4,5.48,8,194.7,2222.96,8350.77,1.02,41.99,182.98,2388.02,8065.49,9.3349,0.02,334,2223,100,14.7,9.0841
engine11,25JAN2016:23:30:00.000000,41.999,0.8419,40,445,549.6,1341.76,1121.54,3.91,5.72,138.34,2211.8,8314.3,1.02,41.92,129.87,2387.94,8077.9,9.3567,0.02,328,2212,100,10.6,6.3849
engine11,26JAN2016:06:00:00.000000,20.0042,0.7015,0,491.19,607.56,1485.92,1244.66,9.35,13.65,334.55,2323.93,8721.2,1.07,44.14,314.87,2388.08,8055.48,9.1785,0.02,366,2324,100,24.3,14.6951
engine11,26JAN2016:12:30:00.000000,24.9984,0.6219,80,462.54,536.28,1255.12,1046,7.05,9.02,175.17,1915.27,8011.39,0.94,36.63,165.03,2028.2,7873.07,10.8515,0.02,308,1915,84.93,14.32,8.5487
engine11,26JAN2016:19:00:00.000000,24.9992,0.6215,80,462.54,536.64,1264.06,1044.54,7.05,9.03,175.68,1915.26,8006.07,0.94,36.61,164.74,2028.15,7861.22,10.8822,0.02,306,1915,84.93,14.27,8.5668
engine11,27JAN2016:01:30:00.000000,25.0026,0.62,80,462.54,536.62,1263.57,1049.17,7.05,9.03,176.64,1915.25,8002.99,0.94,36.7,164.6,2028.09,7870.11,10.8776,0.02,307,1915,84.93,14.52,8.6235
engine11,27JAN2016:08:00:00.000000,20.0052,0.7,0,491.19,607.56,1487.82,1253.79,9.35,13.66,334.49,2323.96,8721.53,1.08,44.26,315.34,2388.06,8057.64,9.1911,0.02,365,2324,100,24.63,14.6587
engine11,27JAN2016:14:30:00.000000,25.0045,0.6211,80,462.54,536.87,1264.15,1045.82,7.05,9.02,175.05,1915.26,8011.4,0.94,36.9,164.88,2028.13,7862.82,10.9059,0.02,308,1915,84.93,14.4,8.602
engine11,27JAN2016:21:00:00.000000,41.999,0.841,40,445,549.7,1352.96,1128.42,3.91,5.71,139.19,2211.77,8321.55,1.02,42.12,130.4,2387.88,8083.59,9.3394,0.02,330,2212,100,10.6,6.3448
engine11,28JAN2016:03:30:00.000000,0.0005,0.0013,100,518.67,642.55,1587.96,1408.83,14.62,21.61,553.78,2388.11,9051.4,1.3,47.39,521.6,2388.09,8132.69,8.4175,0.03,391,2388,100,38.8,23.277
engine11,28JAN2016:10:00:00.000000,42.0059,0.84,40,445,549.25,1355.06,1124.57,3.91,5.71,138.66,2211.8,8319.82,1.02,42.08,130.34,2387.91,8082.73,9.3834,0.02,330,2212,100,10.77,6.3162
engine11,28JAN2016:16:30:00.000000,42.002,0.84,40,445,549.65,1356.87,1122.41,3.91,5.71,138.77,2211.78,8321.36,1.02,41.96,130.12,2387.92,8079.87,9.37,0.02,329,2212,100,10.69,6.3688
engine11,28JAN2016:23:00:00.000000,0.0001,0.0018,100,518.67,642.69,1592.2,1399.05,14.62,21.61,553.22,2388.13,9050.6,1.3,47.54,521.65,2388.08,8129.81,8.4645,0.03,393,2388,100,38.95,23.2393
engine11,29JAN2016:05:30:00.000000,0.0003,0,100,518.67,642.81,1582.65,1401.7,14.62,21.61,554.34,2388.02,9054.89,1.3,47.59,521.39,2388.12,8132.75,8.4288,0.03,392,2388,100,38.84,23.294
engine11,29JAN2016:12:00:00.000000,35.002,0.8418,60,449.44,555.61,1367.09,1126.51,5.48,8,194.14,2222.89,8342.01,1.02,42.11,183.05,2387.98,8068.24,9.3286,0.02,333,2223,100,15.01,8.795
engine11,29JAN2016:18:30:00.000000,25.0078,0.62,80,462.54,536.8,1252.51,1050.16,7.05,9.02,175.19,1915.34,8005.44,0.94,36.78,164.55,2028.17,7874.74,10.8784,0.02,307,1915,84.93,14.14,8.4984
engine11,30JAN2016:01:00:00.000000,34.9986,0.8407,60,449.44,555.61,1368.07,1127.64,5.48,8,194.78,2222.91,8346.36,1.02,41.99,182.57,2387.94,8062.08,9.3156,0.02,334,2223,100,14.88,9.012
engine11,30JAN2016:07:30:00.000000,41.9982,0.8407,40,445,549.6,1347.16,1129.89,3.91,5.71,138.71,2211.8,8315,1.02,41.99,130.62,2387.86,8079.24,9.3665,0.02,331,2212,100,10.66,6.352
engine11,30JAN2016:14:00:00.000000,9.9991,0.2516,20,489.05,604.77,1502.23,1303.39,10.52,15.49,394.89,2318.97,8773.56,1.26,45.57,371.76,2388.11,8125.82,8.6889,0.03,370,2319,100,28.52,17.045
engine11,30JAN2016:20:30:00.000000,42.0072,0.84,40,445,549.09,1352.74,1127.26,3.91,5.72,139.21,2211.82,8306.19,1.02,42.03,130.38,2387.9,8078.91,9.3678,0.02,331,2212,100,10.64,6.3207
engine11,31JAN2016:03:00:00.000000,35.0068,0.84,60,449.44,555.53,1369.56,1128.62,5.48,8,194.69,2222.87,8341.98,1.02,41.79,183.1,2387.98,8060.83,9.3048,0.02,334,2223,100,14.8,8.9225
engine11,31JAN2016:09:30:00.000000,20.0069,0.7018,0,491.19,607.65,1479.24,1254.06,9.35,13.65,334.53,2323.95,8721.04,1.08,44.41,314.46,2388.16,8057.23,9.2085,0.02,366,2324,100,24.51,14.6039
engine11,31JAN2016:16:00:00.000000,42.0068,0.8408,40,445,549.37,1354.99,1128,3.91,5.71,138.98,2211.77,8318.57,1.02,42.2,130.7,2387.82,8082.08,9.3798,0.02,331,2212,100,10.66,6.4174
engine11,31JAN2016:22:30:00.000000,42.0043,0.84,40,445,549.61,1353.5,1123.47,3.91,5.71,138.92,2211.82,8321.26,1.02,42.05,130.65,2387.91,8084.29,9.347,0.02,330,2212,100,10.71,6.3148
engine11,01FEB2016:05:00:00.000000,9.9999,0.25,20,489.05,604.46,1500.39,1310.22,10.52,15.49,395.57,2318.93,8775.84,1.26,45.51,371.29,2388.18,8129.3,8.6253,0.03,369,2319,100,28.58,17.1514
engine11,01FEB2016:11:30:00.000000,0.0023,0,100,518.67,643.1,1587.51,1405.82,14.62,21.61,553.84,2388.1,9050.04,1.3,47.6,521.04,2388.1,8128.49,8.4264,0.03,393,2388,100,38.73,23.3383
engine11,01FEB2016:18:00:00.000000,20.0051,0.7,0,491.19,607.57,1485.1,1249.03,9.35,13.66,334.11,2323.96,8716.5,1.08,44.44,314.7,2388.04,8058.72,9.2259,0.02,365,2324,100,24.42,14.7746
engine11,02FEB2016:00:30:00.000000,10.0033,0.25,20,489.05,605.65,1497.11,1312.68,10.52,15.49,395.39,2318.95,8773.32,1.26,45.49,371.67,2388.11,8123.26,8.6881,0.03,369,2319,100,28.68,17.1435
engine11,02FEB2016:07:00:00.000000,35.0006,0.84,60,449.44,555.75,1365.26,1120.33,5.48,8,194.48,2222.91,8345.74,1.02,42.04,183.05,2388.02,8064.07,9.3347,0.02,334,2223,100,14.9,8.9368
engine11,02FEB2016:13:30:00.000000,41.9994,0.8418,40,445,548.95,1349.28,1122.3,3.91,5.72,138.84,2211.81,8317.06,1.02,42.19,131.19,2387.89,8080.83,9.3939,0.02,331,2212,100,10.68,6.3161
engine11,02FEB2016:20:00:00.000000,0.0029,0.001,100,518.67,643.1,1586.86,1404.77,14.62,21.61,553.17,2388.14,9049.82,1.3,47.45,520.6,2388.09,8133.36,8.4675,0.03,392,2388,100,38.82,23.3301
engine11,03FEB2016:02:30:00.000000,10.0049,0.2513,20,489.05,605.09,1500.15,1311.23,10.52,15.49,395.25,2318.95,8767.56,1.26,45.25,370.8,2388.15,8126.3,8.6639,0.03,371,2319,100,28.59,16.973
engine11,03FEB2016:09:00:00.000000,35.0031,0.8418,60,449.44,555.65,1359.37,1125.3,5.48,8,193.89,2222.85,8343.97,1.02,41.96,183.18,2387.94,8060.8,9.3238,0.02,334,2223,100,14.81,8.8715
engine11,03FEB2016:15:30:00.000000,34.998,0.84,60,449.44,555.16,1365.29,1126.32,5.48,8,194.3,2222.82,8344.65,1.02,42.04,182.77,2387.95,8064.83,9.3029,0.02,334,2223,100,14.81,8.9013
engine11,03FEB2016:22:00:00.000000,34.9989,0.8405,60,449.44,555.78,1364.39,1133.34,5.48,8,194.5,2222.94,8349.55,1.02,41.96,182.7,2387.96,8068.48,9.3444,0.02,334,2223,100,14.91,8.8979
engine11,04FEB2016:04:30:00.000000,25.0056,0.6216,80,462.54,537.3,1266.48,1051.38,7.05,9.03,175.15,1915.32,8012.3,0.94,36.78,163.93,2028.16,7874.58,10.8931,0.02,308,1915,84.93,14.26,8.5041
engine11,04FEB2016:11:00:00.000000,9.9996,0.252,20,489.05,604.49,1501.85,1312.3,10.52,15.49,394.45,2318.93,8776.69,1.26,45.58,371.41,2388.17,8121.99,8.6465,0.03,370,2319,100,28.66,17.1261
engine11,04FEB2016:17:30:00.000000,35.0038,0.84,60,449.44,555.81,1366,1128.41,5.48,8,194.44,2222.94,8344.2,1.02,42.16,183.17,2387.98,8062.37,9.3643,0.02,336,2223,100,14.8,8.8411
engine11,05FEB2016:00:00:00.000000,25.0035,0.62,80,462.54,536.86,1261.81,1050.73,7.05,9.03,175.77,1915.29,8012.42,0.94,36.75,164.63,2028.19,7873.47,10.8821,0.02,307,1915,84.93,14.16,8.5455
engine11,05FEB2016:06:30:00.000000,20.0043,0.7,0,491.19,607.44,1488.06,1253.68,9.35,13.66,333.84,2324,8718.12,1.08,44.56,315.13,2388.07,8059.79,9.2636,0.02,365,2324,100,24.35,14.6208
engine11,05FEB2016:13:00:00.000000,35.0068,0.8418,60,449.44,555.6,1365.68,1126.47,5.48,8,194.68,2222.85,8344.68,1.02,41.98,183.22,2388,8060.61,9.2941,0.02,335,2223,100,15.19,8.8277
engine11,05FEB2016:19:30:00.000000,41.9987,0.84,40,445,549.41,1354.47,1127.76,3.91,5.72,138.4,2211.75,8321.06,1.02,42.13,130.65,2387.87,8077.73,9.368,0.02,331,2212,100,10.64,6.3899
engine11,06FEB2016:02:00:00.000000,42.0075,0.8417,40,445,549.77,1351.75,1130.85,3.91,5.72,139.43,2211.82,8322.52,1.02,41.95,130.51,2387.84,8077.7,9.3905,0.02,332,2212,100,10.69,6.4188
engine11,06FEB2016:08:30:00.000000,35.0061,0.84,60,449.44,555.56,1367.39,1134.38,5.48,8,194.66,2222.84,8346.92,1.02,41.9,183.19,2387.91,8067,9.3755,0.02,333,2223,100,14.78,8.8622
engine11,06FEB2016:15:00:00.000000,41.9981,0.84,40,445,549.62,1355.52,1121.88,3.91,5.71,138.29,2211.79,8319.53,1.02,42,130.78,2387.81,8076.82,9.3612,0.02,330,2212,100,10.75,6.3328
engine11,06FEB2016:21:30:00.000000,25.0078,0.6219,80,462.54,536.62,1263.23,1053.11,7.05,9.02,175.83,1915.32,8002.77,0.94,36.8,164.82,2028.16,7875.55,10.913,0.02,307,1915,84.93,14.24,8.4848
engine11,07FEB2016:04:00:00.000000,9.9996,0.25,20,489.05,604.43,1505.2,1315.77,10.52,15.49,394.16,2318.97,8772.52,1.26,45.36,371.29,2388.2,8127.97,8.6509,0.03,369,2319,100,28.59,17.1761
engine11,07FEB2016:10:30:00.000000,10.0073,0.25,20,489.05,604.1,1507,1311.39,10.52,15.5,394.36,2318.99,8774.55,1.26,45.65,371.62,2388.15,8120.98,8.6271,0.03,372,2319,100,28.67,17.052
engine11,07FEB2016:17:00:00.000000,10.0013,0.25,20,489.05,604.74,1492.47,1322.68,10.52,15.49,394.67,2318.92,8775.74,1.26,45.49,371.35,2388.17,8127.34,8.6495,0.03,370,2319,100,28.63,16.9762
engine11,07FEB2016:23:30:00.000000,10.0013,0.2515,20,489.05,604.88,1503.67,1305.42,10.52,15.49,394.64,2319.01,8783.54,1.26,45.52,371.85,2388.19,8126.48,8.6656,0.03,369,2319,100,28.45,17.0908
engine11,08FEB2016:06:00:00.000000,24.9997,0.6215,80,462.54,537.04,1258.84,1050.05,7.05,9.03,175.42,1915.2,8010.46,0.94,36.78,164.47,2028.14,7875.02,10.9109,0.02,306,1915,84.93,14.34,8.5744
engine11,08FEB2016:12:30:00.000000,10.003,0.2514,20,489.05,604.98,1505.1,1318.33,10.52,15.49,394.24,2319,8776.59,1.26,45.41,371.29,2388.17,8129.2,8.657,0.03,371,2319,100,28.5,17.0135
engine11,08FEB2016:19:00:00.000000,10.0044,0.2511,20,489.05,604.41,1503.47,1312.91,10.52,15.49,394.73,2318.97,8785.75,1.26,45.4,371.47,2388.15,8126.16,8.6361,0.03,368,2319,100,28.45,17.2469
engine11,09FEB2016:01:30:00.000000,10.0024,0.2518,20,489.05,604.85,1508.91,1311.47,10.52,15.49,393.85,2319.04,8773.69,1.26,45.56,370.84,2388.21,8118.95,8.6845,0.03,371,2319,100,28.57,17.0293
engine11,09FEB2016:08:00:00.000000,24.9993,0.6214,80,462.54,536.84,1265.12,1050.45,7.05,9.03,175.16,1915.3,8011.61,0.94,37.01,164.65,2028.14,7871.28,10.9496,0.02,307,1915,84.93,14.31,8.6811
engine11,09FEB2016:14:30:00.000000,20.0012,0.7,0,491.19,607.68,1481.82,1252.14,9.35,13.66,334.23,2324.05,8719.37,1.08,44.44,314.45,2388.12,8063.78,9.2487,0.02,366,2324,100,24.46,14.8535
engine11,09FEB2016:21:00:00.000000,10.0022,0.2509,20,489.05,604.94,1499.66,1302.87,10.52,15.5,394.35,2318.93,8778.87,1.26,45.41,370.7,2388.19,8124.14,8.6828,0.03,370,2319,100,28.49,17.0059
engine11,10FEB2016:03:30:00.000000,35.0063,0.8419,60,449.44,555.07,1365.52,1137.79,5.48,8,194.38,2222.88,8342.66,1.02,42.16,183.08,2388.01,8065.5,9.3567,0.02,333,2223,100,14.89,8.8513
engine11,10FEB2016:10:00:00.000000,42.0064,0.84,40,445,549.51,1355.54,1132.12,3.91,5.71,138.69,2211.78,8318.05,1.02,42.38,131.12,2387.81,8079.56,9.3829,0.02,331,2212,100,10.67,6.4281
engine11,10FEB2016:16:30:00.000000,10.0027,0.251,20,489.05,604.96,1501.97,1316.81,10.52,15.49,394.75,2319.01,8775.96,1.26,45.52,371.04,2388.15,8120.45,8.6229,0.03,370,2319,100,28.54,17.0751
engine11,10FEB2016:23:00:00.000000,25.0056,0.6209,80,462.54,536.92,1259.41,1057.78,7.05,9.03,176.25,1915.27,8007.64,0.94,36.83,164.68,2028.2,7871.5,10.9316,0.02,305,1915,84.93,14.44,8.5233
engine11,11FEB2016:05:30:00.000000,41.9982,0.8417,40,445,549.76,1363.39,1132.05,3.91,5.72,139.15,2211.8,8317.94,1.02,42.38,130.15,2387.82,8081.79,9.3928,0.02,330,2212,100,10.44,6.347
engine11,11FEB2016:12:00:00.000000,25.0042,0.62,80,462.54,537.41,1266.96,1055.64,7.05,9.03,175.15,1915.29,8009.5,0.94,36.69,164.44,2028.14,7874.52,10.9599,0.02,308,1915,84.93,14.44,8.5341
engine11,11FEB2016:18:30:00.000000,34.9989,0.8416,60,449.44,555.92,1363.99,1135.57,5.48,8,193.64,2222.9,8346.62,1.02,42,182.66,2387.99,8061.92,9.368,0.02,334,2223,100,14.92,8.9694
engine11,12FEB2016:01:00:00.000000,41.9996,0.84,40,445,550.2,1353.67,1126.86,3.91,5.72,138.35,2211.77,8311.82,1.02,42.29,130.24,2387.8,8077.64,9.367,0.02,332,2212,100,10.66,6.3938
engine11,12FEB2016:07:30:00.000000,35.0053,0.84,60,449.44,555.35,1365.59,1130.87,5.48,8,193.8,2222.89,8349.61,1.02,42.07,183.03,2388.01,8068.05,9.3702,0.02,336,2223,100,14.93,8.8872
engine11,12FEB2016:14:00:00.000000,25.0054,0.6203,80,462.54,536.73,1268.42,1046.83,7.05,9.03,175.78,1915.22,8009.53,0.94,36.98,164.43,2028.22,7873.13,10.939,0.02,309,1915,84.93,14.49,8.4489
engine11,12FEB2016:20:30:00.000000,34.9997,0.8406,60,449.44,556.35,1369.02,1136.08,5.48,8,194.02,2222.86,8350.54,1.02,42.11,183.19,2387.97,8061.39,9.3715,0.02,335,2223,100,14.62,8.8788
engine11,13FEB2016:03:00:00.000000,25.003,0.6216,80,462.54,537.09,1268.2,1055.12,7.05,9.03,175.4,1915.25,8010.1,0.94,36.77,164.58,2028.13,7872.98,10.9152,0.02,308,1915,84.93,14.22,8.522
engine11,13FEB2016:09:30:00.000000,0.0001,0.0001,100,518.67,643.15,1590.25,1413.76,14.62,21.61,553.13,2388.18,9054.91,1.3,47.67,521.09,2388.13,8130.84,8.4956,0.03,395,2388,100,38.58,23.2449
engine11,13FEB2016:16:00:00.000000,20.0053,0.7009,0,491.19,607.96,1484.05,1253.02,9.35,13.66,333.66,2324,8724.72,1.08,44.61,314.74,2388.22,8058.48,9.2733,0.03,366,2324,100,24.46,14.6708
engine11,13FEB2016:22:30:00.000000,0.0018,0,100,518.67,642.44,1594.49,1410.16,14.62,21.61,552.13,2388.11,9051.81,1.3,47.38,521.18,2388.09,8132.07,8.4736,0.03,395,2388,100,38.8,23.2441
engine11,14FEB2016:05:00:00.000000,20.0067,0.7,0,491.19,607.54,1490.52,1265.14,9.35,13.66,333.72,2324.03,8715.28,1.07,44.61,314.39,2388.19,8055.76,9.2326,0.03,366,2324,100,24.49,14.717
engine11,14FEB2016:11:30:00.000000,35.0061,0.84,60,449.44,556.22,1369.09,1141.52,5.48,8,194.84,2222.89,8347.72,1.02,42.12,182.83,2387.92,8060.98,9.3524,0.02,335,2223,100,14.74,8.9792
engine11,14FEB2016:18:00:00.000000,42.0062,0.84,40,445,549.95,1360.67,1134.96,3.91,5.72,139.49,2211.76,8325.25,1.02,42.22,130.48,2387.75,8079.66,9.3682,0.02,333,2212,100,10.45,6.3171
engine11,15FEB2016:00:30:00.000000,41.9984,0.8408,40,445,549.62,1355.09,1143.82,3.91,5.71,138.88,2211.78,8317.07,1.02,42.23,130.03,2387.84,8083.7,9.394,0.02,333,2212,100,10.54,6.3587
engine11,15FEB2016:07:00:00.000000,42.0047,0.8409,40,445,550.04,1355.22,1126.35,3.91,5.71,139.58,2211.81,8320.61,1.02,42.26,130.04,2387.82,8081.93,9.4117,0.02,334,2212,100,10.58,6.3712
engine11,15FEB2016:13:30:00.000000,42.0062,0.84,40,445,550.03,1357.66,1126.78,3.91,5.72,138.73,2211.78,8319.37,1.02,42.14,130.59,2387.83,8078.48,9.3931,0.02,332,2212,100,10.47,6.4631
engine11,15FEB2016:20:00:00.000000,25.0034,0.6202,80,462.54,537.32,1265.1,1060.5,7.05,9.03,175.29,1915.28,8013.26,0.94,36.97,164.14,2028.17,7871.58,10.9429,0.02,307,1915,84.93,14.01,8.5109
engine11,16FEB2016:02:30:00.000000,10.0007,0.25,20,489.05,605.11,1506.95,1318.04,10.52,15.49,394,2319.02,8779.59,1.26,45.84,370.77,2388.3,8121.25,8.6804,0.03,370,2319,100,28.3,17.1655
engine11,16FEB2016:09:00:00.000000,35.0034,0.84,60,449.44,556.43,1366.75,1136.33,5.48,8,193.9,2222.88,8343.46,1.02,42.19,182.8,2387.99,8060.04,9.3701,0.02,335,2223,100,14.79,8.7954
engine11,16FEB2016:15:30:00.000000,24.9999,0.62,80,462.54,537.26,1270.18,1050.67,7.05,9.03,174.9,1915.21,8014.31,0.94,37.06,164.03,2028.08,7871.79,10.967,0.02,309,1915,84.93,14.12,8.5876
engine11,16FEB2016:22:00:00.000000,10.0057,0.2505,20,489.05,605.32,1507.22,1320.52,10.52,15.5,393.71,2319.05,8766.32,1.26,45.78,370.47,2388.26,8123.43,8.6868,0.03,371,2319,100,28.34,17.0773
engine11,17FEB2016:04:30:00.000000,0.0017,0.0019,100,518.67,643.62,1601.21,1415.86,14.62,21.61,553.11,2388.11,9055.37,1.3,47.62,520.66,2388.2,8132.49,8.4729,0.03,392,2388,100,38.6,23.254
engine11,17FEB2016:11:00:00.000000,42.0073,0.8407,40,445,549.97,1357.21,1125.36,3.91,5.71,138.54,2211.73,8327.41,1.02,42.21,130.28,2387.81,8079.89,9.4355,0.02,332,2212,100,10.61,6.2174
engine11,17FEB2016:17:30:00.000000,0.0017,0.0003,100,518.67,643.62,1588.26,1421.58,14.62,21.61,552.91,2388.21,9053.01,1.3,47.66,520.25,2388.17,8131.26,8.466,0.03,395,2388,100,38.76,23.1583
engine11,18FEB2016:00:00:00.000000,35.0076,0.84,60,449.44,556.07,1373.72,1140.07,5.48,8,194,2222.85,8344.07,1.02,42.42,182.68,2387.93,8059.06,9.358,0.02,335,2223,100,14.71,8.8977
engine11,18FEB2016:06:30:00.000000,25.0051,0.6213,80,462.54,537.06,1264.77,1055.9,7.05,9.03,175.3,1915.31,8013.52,0.94,36.99,164.12,2028.17,7869.82,10.9573,0.02,309,1915,84.93,14.22,8.4632
engine11,18FEB2016:13:00:00.000000,10.001,0.2509,20,489.05,605.18,1510.6,1321.22,10.52,15.5,393.26,2319.11,8773.8,1.26,45.86,370.96,2388.21,8124.63,8.678,0.03,369,2319,100,28.43,17.0585
engine11,18FEB2016:19:30:00.000000,42.0033,0.84,40,445,549.79,1363.5,1138.73,3.91,5.72,138.3,2211.71,8314.69,1.02,42.46,130.31,2387.74,8076.16,9.4251,0.02,333,2212,100,10.5,6.3077
engine11,19FEB2016:02:00:00.000000,20.0069,0.7,0,491.19,607.97,1485.38,1261.74,9.35,13.66,334.27,2324.04,8719,1.07,44.73,314.03,2388.22,8053.68,9.2743,0.02,368,2324,100,24.4,14.618
engine11,19FEB2016:08:30:00.000000,20.0074,0.7,0,491.19,607.87,1485.13,1259.95,9.35,13.66,334.06,2324.05,8727.36,1.08,44.83,314.52,2388.16,8056.99,9.3046,0.03,367,2324,100,24.33,14.5606
engine11,19FEB2016:15:00:00.000000,42.0057,0.841,40,445,549.85,1360.52,1140.33,3.91,5.72,138.09,2211.74,8324.47,1.02,42.22,130.32,2387.8,8079.27,9.4315,0.02,332,2212,100,10.61,6.2482
engine11,19FEB2016:21:30:00.000000,19.9991,0.7002,0,491.19,608.24,1493.18,1266.09,9.35,13.66,333.31,2324.03,8719.85,1.08,44.73,314.34,2388.18,8060.04,9.3222,0.03,365,2324,100,24.3,14.672
engine11,20FEB2016:04:00:00.000000,0.0003,0.0002,100,518.67,643.26,1599.78,1419.74,14.62,21.61,551.62,2388.22,9041.84,1.3,47.93,521.11,2388.23,8134.62,8.49,0.03,394,2388,100,38.68,23.1815
engine11,20FEB2016:10:30:00.000000,42.0049,0.8411,40,445,549.95,1364.19,1139.08,3.91,5.72,138.57,2211.71,8319.86,1.02,42.25,130.07,2387.8,8082.39,9.4483,0.02,332,2212,100,10.52,6.2964
engine11,20FEB2016:17:00:00.000000,24.998,0.6216,80,462.54,536.76,1265.02,1060.76,7.05,9.03,174.82,1915.28,8005.63,0.94,37.02,164.49,2028.08,7878.06,10.9929,0.02,308,1915,84.93,14.24,8.5279
engine11,20FEB2016:23:30:00.000000,35.0036,0.84,60,449.44,556.71,1372.77,1131.78,5.48,8,194.04,2222.92,8348.37,1.02,42.33,182.89,2388.01,8060.42,9.4381,0.02,336,2223,100,14.73,8.8398
engine11,21FEB2016:06:00:00.000000,24.9994,0.62,80,462.54,536.75,1270.16,1060.32,7.05,9.03,174.94,1915.23,8009.09,0.94,37.14,164.14,2028.14,7873.3,10.9781,0.02,309,1915,84.93,14.24,8.543
engine11,21FEB2016:12:30:00.000000,34.9982,0.84,60,449.44,556.52,1367.22,1141.81,5.48,8,193.73,2222.89,8350.16,1.02,42.31,182.15,2387.96,8061.86,9.392,0.02,337,2223,100,14.79,8.8988
